200, -26.72516446 -11.44067797 -24.9748509 -6.355932203;
201, -12.71186441 -27.29353036 -5.084745763 -24.68197607;
202, -12.77526562 -26.17533087 -5.241235965 -23.43951981;
203, -12.96360893 -25.07171558 -5.684918587 -22.20031678;
204, -13.27157607 -23.98469779 -6.355932203 -20.96494386;
205, -13.69109697 -22.91663946 -7.190916419 -19.73412038;
206, -14.21229647 -21.87031848 -8.139564709 -18.50875396;
207, -14.82445397 -20.8490078 -9.166655785 -17.29000488;
208, -15.51680799 -19.85656697 -10.24863273 -16.07937793;
209, -16.27912942 -18.89754502 -11.36983717 -14.87885582;
210, -17.10206447 -17.97729105 -12.51973449 -13.69109697;
211, -17.97729105 -17.10206447 -13.69109697 -12.51973449;
212, -18.89754502 -16.27912942 -14.87885582 -11.36983717;
213, -19.85656697 -15.51680799 -16.07937793 -10.24863273;
214, -20.8490078 -14.82445397 -17.29000488 -9.166655785;
215, -21.87031848 -14.21229647 -18.50875396 -8.139564709;
216, -22.91663946 -13.69109697 -19.73412038 -7.190916419;
217, -23.98469779 -13.27157607 -20.96494386 -6.355932203;
218, -25.07171558 -12.96360893 -22.20031678 -5.684918587;
219, -26.17533087 -12.77526562 -23.43951981 -5.241235965;
220, -27.29353036 -12.71186441 -24.68197607 -5.084745763;
221, -13.98305085 -27.90826068 -3.813559322 -24.4517594;
222, -14.04071316 -26.81570734 -4.019844483 -23.19697575;
223, -14.21229647 -25.73956364 -4.583327893 -21.9440803;
224, -14.4937554 -24.68197607 -5.393187314 -20.69341601;
225, -14.87885582 -23.64543462 -6.355932203 -19.4454134;
226, -15.3598042 -22.63283112 -7.412226985 -18.20062;
227, -15.92792045 -21.64752504 -8.52737788 -16.95974245;
228, -16.5742434 -20.69341601 -9.681067507 -15.72370789;
229, -17.29000488 -19.77502015 -10.86102171 -14.4937554;
230, -18.0669539 -18.89754502 -12.05953345 -13.27157607;
231, -18.89754502 -18.0669539 -13.27157607 -12.05953345;
232, -19.77502015 -17.29000488 -14.4937554 -10.86102171;
233, -20.69341601 -16.5742434 -15.72370789 -9.681067507;
234, -21.64752504 -15.92792045 -16.95974245 -8.52737788;
235, -22.63283112 -15.3598042 -18.20062 -7.412226985;
236, -23.64543462 -14.87885582 -19.4454134 -6.355932203;
237, -24.68197607 -14.4937554 -20.69341601 -5.393187314;
238, -25.73956364 -14.21229647 -21.9440803 -4.583327893;
239, -26.81570734 -14.04071316 -23.19697575 -4.019844483;
240, -27.90826068 -13.98305085 -24.4517594 -3.813559322;
241, -15.25423729 -28.56636236 -2.542372881 -24.28598285;
242, -15.30711175 -27.49996736 -2.842459293 -23.02216561;
243, -15.4646505 -26.45167633 -3.595458209 -21.75920691;
244, -15.72370789 -25.42372881 -4.583327893 -20.49726546;
245, -16.07937793 -24.41869413 -5.684918587 -19.23654146;
246, -16.52542373 -23.43951981 -6.845548484 -17.97729105;
247, -17.05475576 -22.48958391 -8.039688967 -16.71984717;
248, -17.65988643 -21.57274926 -9.254376978 -15.4646505;
249, -18.33331157 -20.69341601 -10.48247193 -14.21229647;
250, -19.06779661 -19.85656697 -11.7197599 -12.96360893;
251, -19.85656697 -19.06779661 -12.96360893 -11.7197599;
252, -20.69341601 -18.33331157 -14.21229647 -10.48247193;
253, -21.57274926 -17.65988643 -15.4646505 -9.254376978;
254, -22.48958391 -17.05475576 -16.71984717 -8.039688967;
255, -23.43951981 -16.52542373 -17.97729105 -6.845548484;
256, -24.41869413 -16.07937793 -19.23654146 -5.684918587;
257, -25.42372881 -15.72370789 -20.49726546 -4.583327893;
258, -26.45167633 -15.4646505 -21.75920691 -3.595458209;
259, -27.49996736 -15.30711175 -23.02216561 -2.842459293;
260, -28.56636236 -15.25423729 -24.28598285 -2.542372881;
261, -16.52542373 -29.26490958 -1.271186441 -24.18597151;
262, -16.5742434 -28.22491946 -1.797729105 -22.91663946;
263, -16.71984717 -27.20457783 -2.842459293 -21.64752504;
264, -16.95974245 -26.20617982 -4.019844483 -20.37866891;
265, -17.29000488 -25.23233039 -5.241235965 -19.11012251;
266, -17.70557832 -24.28598285 -6.481804466 -17.84195192;
267, -18.20062 -23.37047836 -7.73232525 -16.5742434;
268, -18.76884287 -22.48958391 -8.988645524 -15.30711175;
269, -19.40381888 -21.64752504 -10.24863273 -14.04071316;
270, -20.09922242 -20.8490078 -11.5110828 -12.77526562;
271, -20.8490078 -20.09922242 -12.77526562 -11.5110828;
272, -21.64752504 -19.40381888 -14.04071316 -10.24863273;
273, -22.48958391 -18.76884287 -15.30711175 -8.988645524;
274, -23.37047836 -18.20062 -16.5742434 -7.73232525;
275, -24.28598285 -17.70557832 -17.84195192 -6.481804466;
276, -25.23233039 -17.29000488 -19.11012251 -5.241235965;
277, -26.20617982 -16.95974245 -20.37866891 -4.019844483;
278, -27.20457783 -16.71984717 -21.64752504 -2.842459293;
279, -28.22491946 -16.5742434 -22.91663946 -1.797729105;
280, -29.26490958 -16.52542373 -24.18597151 -1.271186441;
281, -17.79661017 -30.00107726 0 -24.15254237;
282, -17.84195192 -28.98751081 -1.271186441 -22.88135593;
283, -17.97729105 -27.99497739 -2.542372881 -21.61016949;
284, -18.20062 -27.02579444 -3.813559322 -20.33898305;
285, -18.50875396 -26.08256508 -5.084745763 -19.06779661;
286, -18.89754502 -25.16820747 -6.355932203 -17.79661017;
287, -19.36213501 -24.28598285 -7.627118644 -16.52542373;
288, -19.89721505 -23.43951981 -8.898305085 -15.25423729;
289, -20.49726546 -22.63283112 -10.16949153 -13.98305085;
290, -21.15675887 -21.87031848 -11.44067797 -12.71186441;
291, -21.87031848 -21.15675887 -12.71186441 -11.44067797;
292, -22.63283112 -20.49726546 -13.98305085 -10.16949153;
293, -23.43951981 -19.89721505 -15.25423729 -8.898305085;
294, -24.28598285 -19.36213501 -16.52542373 -7.627118644;
295, -25.16820747 -18.89754502 -17.79661017 -6.355932203;
296, -26.08256508 -18.50875396 -19.06779661 -5.084745763;
297, -27.02579444 -18.20062 -20.33898305 -3.813559322;
298, -27.99497739 -17.97729105 -21.61016949 -2.542372881;
299, -28.98751081 -17.84195192 -22.88135593 -1.271186441;
300, -30.00107726 -17.79661017 -24.15254237 0;
